編號,據點名稱,行政區,里別,據點地址,電話,lat,lon
187,台北市石牌長青會,北投區,長安里,臺北市北投區長安里中央北路1段12號3樓及4樓,02-28922200,25.1328975,121.475307
188,臺北市北投區清江社區發展協會,北投區,清江里,臺北市北投區清江里清江路201號、清江路218號1、2樓,02-28922543,25.127206,121.5017293
189,社團法人台灣愛喜樂關懷協會,北投區,裕民里,臺北市北投區裕民里明德路161號1樓及地下2樓方舟教室,02-28224466,25.1114677,121.5206635
190,臺北市北投區立群社區發展協會,北投區,立賢里,臺北市北投區立賢里尊賢街251巷18號1樓(里民活動場所),02-28225613,25.1177274,121.5055735
191,社團法人國際奔享體驗教育發展協會(吉利真光),北投區,吉利里,臺北市北投區吉利里石牌路1段39巷80弄41號1樓,02-28288884,25.1133685,121.510814
192,臺北市北投區建民里辦公處,北投區,建民里,臺北市北投區建民里文林北路36號,0906-905025,25.1047321,121.5188032
193,社團法人國際奔享體驗教育發展協會(稻香真光),北投區,稻香里,臺北市北投區稻香里稻香路85號1樓,02-28288884,25.1409522,121.4888625
194,臺北市北投區文林里辦公處,北投區,文林里,臺北市北投區文林里致遠一路1段9號;致遠一路1段10巷8號1樓(H66教會),02-28231156,25.1075163,121.5176127
195,社團法人台灣多元社會福利協會(溫馨園),北投區,溫泉里,臺北市北投區溫泉里溫泉路68-10號,02-28927001,25.134963,121.504925
196,財團法人基督教拿撒勒人會(關渡據點),北投區,關渡里,臺北市北投區關渡里知行路260巷26號,0975-661071,25.1208389,121.4683428
197,財團法人臺安基金會(基督復臨安息日會松山教會),松山區,福成里,臺北市松山區福成里敦化南路1段78號,02-27716823,25.047036,121.547877
198,臺北市松山區建源社區發展協會,松山區,復建里,臺北市松山區復建里八德路3段158巷7弄20號(復建區民活動中心)、八德路3段158巷7弄47號,02-25791689,25.0473377,121.5560781
199,社團法人中國老人教育協會,松山區,自強里,臺北市松山區自強里三民路35巷9號1、2樓(一樓活動中心、二樓健安新城),02-27565010,25.0551954,121.5624655
200,社團法人愛樂福關懷文創發展協會,松山區,莊敬里,臺北市松山區莊敬里撫遠街367巷4號1樓,0972-866848,25.0638126,121.5661322
201,社團法人台北市向日葵慈善協會,松山區,東勢里,臺北市松山區東勢里南京東路4段133巷7弄9號1樓、7號1樓,02-87706501#22,25.0518,121.5553991
202,財團法人中華基督教衛理公會恩友堂,松山區,安平里,臺北市松山區安平里寶清街123號,02-27670760,25.0541612,121.5675772
203,臺北市松山區東勢里辦公處,松山區,東勢里,臺北市松山區東勢里南京東路4段133巷8弄17號,0988-179575,25.0513931,121.5546859
204,世界潘氏宗親總會,松山區,東光里,臺北市松山區東光里南京東路5段29之3號3樓,02-27678497,25.0518277,121.5574266
205,社團法人台北市光鹽關懷發展協會,松山區,東勢里,臺北市松山區東勢里南京東路4段107號12樓,02-27123242,25.0518739,121.5546651
206,中華樂活推廣協會,松山區,富錦里,臺北市松山區富錦里三民路136巷3號1樓,0937-073980,25.0606379,121.563667
207,財團法人伊甸社會福利基金會,松山區,復勢里,臺北市松山區復勢里八德路3段155巷4弄35號1樓,02-25702560,25.0489529,121.5557307
208,臺北市松山區中正里辦公處,松山區,中正里,臺北市松山區中正里長安東路2段229號12樓,0937-031518,25.0483776,121.5274187
209,財團法人雙福社會福利慈善事業基金會(蒙恩),松山區,復勢里,臺北市松山區復勢里光復北路112號8樓,0921-962292,25.0508432,121.5576923
210,臺北市松山區慈祐里辦公處,松山區,慈祐里,臺北市松山區慈祐里八德路4段580號1樓,0988-587216,25.0496853,121.5720034
211,財團法人台北市私立永年社會福利慈善基金會,松山區,復勢里,臺北市松山區復勢里光復北路80巷1號1樓,02-25786677轉2232,25.0501986,121.5574079
212,臺北市松山區精忠里辦公處,松山區,精忠里,臺北市松山區精忠里民生東路4段133號1樓,0935-934403,25.057634,121.5376951
213,財團法人弘道老人福利基金會(松山),松山區,民福里,臺北市松山區民福里復興北路451號1樓,02-66131314,25.0639844,121.544483
214,財團法人臺北市松年長春社會福利基金會(松山),松山區,慈祐里,臺北市松山區慈祐里饒河街105號1樓、2樓、3樓,0983-180401,25.0506047,121.573946
215,社團法人台北市二村基石關懷協會,松山區,東榮里,臺北市松山區東榮里民生東路5段69巷2弄10號、12號,02-27632002,25.0597046,121.5584521
216,財團法人台北市民生社區基督教會,松山區,三民里,臺北市松山區三民里民生東路5段138巷3號3樓之7,0901-355104,25.059321,121.562048
217,財團法人中華民國佛教慈濟慈善事業基金會(松山聯絡處),松山區,吉祥里,臺北市松山區吉祥里南京東路5段188號16樓,02-82281628#56,25.0518277,121.5574266
218,社團法人台北市長期照護發展協會,松山區,自強里,臺北市松山區自強里三民路35巷9號1樓,02-27420058,25.0551954,121.5624655
219,社團法人台北市銀髮族協會(松山),松山區,安平里,臺北市松山區安平里寶清街42號1樓、2樓,0958-526511,25.0531716,121.5676076
220,臺北市松山區安平社區發展協會,松山區,安平里,臺北市松山區安平里寶清街42號1樓、2樓,02-87806411,25.0531716,121.5676076
221,臺北市信義區國業里辦公處,信義區,國業里,臺北市信義區國業里虎林街222巷15號,02-27262518,25.0370782,121.5769411
222,臺北市信義區三犁里辦公處,信義區,三犁里,臺北市信義區三犁里信義路5段150巷14弄6號1樓,0932-784861,25.0284117,121.5694235
223,臺北市信義區安康里辦公處,信義區,安康里,臺北市信義區安康里虎林街232巷55號,0937-853597,25.0358654,121.5761703
224,臺北市信義區老人服務中心(中華民國紅心字會),信義區,大仁里,臺北市信義區大仁里大道路116號5樓之3,02-87870300,25.03777,121.5813853
225,財團法人台北市中華基督教信義會(復興堂),信義區,中興里,臺北市信義區中興里信義路4段375號10樓之2,02-27200440,25.033297,121.5577964
226,臺北市信義區西村里辦公處,信義區,西村里,臺北市信義區西村里基隆路1段364巷22號,02-27586396,25.0419415,121.5653136
227,社團法人台北市銀髮族協會(信義),信義區,中坡里,臺北市信義區中坡里中坡南路277號1樓,0958-526511,25.0388254,121.5842752
228,臺北市信義區永安社區發展協會,信義區,長春里,臺北市信義區長春里松山路294號4樓(永春區民活動中心),0963-763236,25.0431291,121.5774477
229,台灣沐風關懷協會,信義區,新仁里,臺北市信義區新仁里忠孝東路4段563號2樓、5樓,0918-771757,25.0409687,121.5650196
230,社團法人台灣厝邊有愛關懷協會(永吉教會),信義區,廣居里,臺北市信義區廣居里虎林街155、157、159號1樓,02-27238578,25.0394434,121.5768521
231,臺北市信義區景聯里辦公處,信義區,景聯里,臺北市信義區景聯里基隆路2段39巷37弄2號,0900-602217,25.0306682,121.5600567
232,財團法人臺北醫學大學展齡中心(信義),信義區,景勤里,臺北市信義區景勤里吳興街156巷16弄7號1樓,02-27361661#2774,25.0288592,121.5608387
233,臺北市信義區惠安里辦公處,信義區,惠安里,臺北市信義區惠安里吳興街506巷21號,02-27588650,25.0230002,121.5685041
234,社團法人台北市信義區雙和社區發展協會,信義區,雙和里,臺北市信義區雙和里吳興街284巷24弄12號,02-27381447,25.0242953,121.5631423
235,台北市紅十字會,信義區,中興里,臺北市信義區中興里信義路4段415號5樓之3,02-27583009,25.0333496,121.5593845
236,台北市君賀人本關懷協會,信義區,中行里,臺北市信義區中行里福德街221巷15號(瑠公國中),02-23278616,25.0370894,121.5854371
237,台灣體適能健康促進協會(黎忠),信義區,黎忠里,臺北市信義區黎忠里和平東路3段391巷16號2樓,0938-598298,25.0203454,121.5581494
238,台灣體適能健康促進協會(黎平),信義區,黎平里,臺北市信義區黎平里崇德街118、120號1樓,0938-598298,25.0238691,121.5559187
239,臺北市信義區泰和社區發展協會,信義區,泰和里,臺北市信義區泰和里松仁路308巷60號1樓臺北市信義區泰和里松仁路308巷61號,0987-052143,25.0212921,121.5704231
240,中華民國老人福利協進會,信義區,嘉興里,臺北市信義區嘉興里信安街78-80號2樓(連棟),02-27382357,25.0260907,121.5571725
241,財團法人中華民國佛教慈濟慈善事業基金會(東區會所),信義區,永吉里,臺北市信義區永吉里松隆路327號,02-82281628#58,25.0482881,121.5786738
242,臺北醫學大學高齡健康暨長期照護學系(大我新舍),信義區,黎安里,臺北市信義區黎安里和平東路3段599號,02-27361661,25.0002887,121.5735773
243,臺北市信義區中行里辦公處,信義區,中行里,臺北市信義區中行里福德街268巷32號臺北市信義區大仁里大道路116號8樓。,0987-445009,25.039887,121.5857963
244,社團法人台灣厝邊有愛關懷協會(中坡教會),信義區,中坡里,臺北市信義區中坡里大道路127-1號,0909-053076,25.0391641,121.5835872
245,臺北市信義區松光里辦公處,信義區,松光里,臺北市信義區松光里忠孝東路5段492巷32號,02-27278925,25.0405415,121.566819
246,臺北市信義區五全里辦公處,信義區,五全里,臺北市信義區五全里永吉路278巷1弄13號1樓,0921-126652,25.0450599,121.5746124
247,財團法人中華民國大同老人福利基金會,信義區,興雅里,臺北市信義區興雅里基隆路1段155號3樓之6-9,02-27670563,25.0419415,121.5653136
248,財團法人台北市基督教全人福利事業基金會(吳興教會),信義區,三張里,臺北市信義區三張里吳興街269巷18弄4、6、8號,0938-390201,25.0271274,121.5646957
249,臺北市信義區雙春社區發展協會,信義區,長春里,臺北市信義區長春里松山路294號2樓,02-27695123,25.0430691,121.5775774
250,臺北市基督教新榮耀堂福音協進會,信義區,大道里,臺北市信義區大道里忠孝東路5段782號,0921-828764,25.0405415,121.566819
251,臺北市信義區松友社區發展協會,信義區,松友里,臺北市信義區松友里信義路6段76巷2弄22號1樓,02-23466669 0967-149699,25.0344075,121.5760432
252,臺北市信義區挹翠社區發展協會,信義區,六合里,臺北市信義區六合里紫雲街23號1樓,02-27228636,25.0185873,121.5743968
253,財團法人雙福社會福利慈善事業基金會(信義社區照顧關懷據點),信義區,正和里,臺北市信義區正和里光復南路443巷9號臺北市信義區正和里光復南路447-44號,0918-411278,25.0353556,121.5586661
254,財團法人台灣基督傳道會復生教會,南港區,舊莊里,臺北市南港區舊莊里南深路21巷18號1樓,02-27822075,25.0379276,121.6219253
255,臺北市南港區鴻福社區發展協會,南港區,鴻福里,臺北市南港區鴻福里成福路84號1樓,0958-151645,25.0438066,121.5865459
256,臺北市南港區新富里辦公處,南港區,新富里,臺北市南港區新富里富康街25號,0952-167703,25.053651,121.61738
257,臺北市南港區仁福里辦公處,南港區,仁福里,臺北市南港區仁福里福德街443號1樓,0919-619949,25.0396894,121.592693
258,臺北市南港區中研新村社區發展協會,南港區,中研里,臺北市南港區中研里研究院路2段70巷49號1樓;12號2樓:28號1樓,0937-858636,25.0456293,121.6131292
259,社團法人中華基督教加倍愛全人關懷協會,南港區,中南里,臺北市南港區中南里忠孝東路7段625巷16號,0905-818922,25.0457681,121.5828226
260,社團法人台灣厝邊有愛關懷協會(中研教會),南港區,中研里,臺北市南港區中研里研究院路2段11巷5號,0911-186101,25.0466822,121.6158315
261,社團法人台灣多元社會福利協會(瀞德),南港區,西新里,臺北市南港區西新里成功路1段82巷11號,918124780,25.0573882,121.5893813
262,財團法人以琳基督徒中心,南港區,合成里,臺北市南港區合成里中坡北路92號2樓,02-26511002#13,25.047885,121.580579
263,社團法人臺北市南港區舊莊社區發展協會,南港區,舊莊里,臺北市南港區舊莊里舊莊街1段91巷11號,0931-518686,25.0370335,121.6240441
264,臺北市全人探索協會,南港區,玉成里,臺北市南港區玉成里八德路4段768之1號4-6樓,0918-054725,25.0503038,121.5799601
265,臺北市南港區西新里辦公處,南港區,西新里,臺北市南港區西新里成功路1段99號,0908-809805,25.0576142,121.5903452
266,台北市後山埤文化發展協會,南港區,聯成里,臺北市南港區聯成里東新街77巷31號,02-27851737,25.0477391,121.5882798
267,臺北市南港區仁福社區發展協會,南港區,仁福里,臺北市南港區仁福里福德街373巷61號1樓,0917-232297,25.039477,121.5921375
268,社團法人台灣厝邊有愛關懷協會(錫安教會),南港區,玉成里,臺北市南港區玉成里玉成街20號,02-27831891,25.0503564,121.5806486
269,財團法人弘道老人福利基金會,南港區,中南里,臺北市南港區中南里市民大道8段588巷18號,0979-810136,25.0538015,121.6145084
270,臺北市南港區好厝邊社區發展協會,南港區,中研里,臺北市南港區中研里研究院路2段70巷12號2樓,0938-129401,25.0453663,121.6145488
271,臺北市南港區久如社區發展協會,南港區,九如里,臺北市南港區九如里研究院路2段208號1樓,0933-122481,25.0367075,121.617081
272,社團法人中華民國我願意全人關懷協會,南港區,萬福里,臺北市南港區萬福里東新街64巷7、11、13號地下樓;同德路85巷6號1樓,02-27826248,25.047211,121.5855436
273,臺北市萬華區忠德里辦公處,萬華區,忠德里,臺北市萬華區忠德里東園街66巷24弄1號1樓,913303616,25.0248918,121.4956157
274,中華民國雙囍老人義務教育推廣協會,萬華區,壽德里,臺北市萬華區壽德里萬大路411號2樓;南寧路46號(週三雙囍有約美食課在龍山國中烹飪教室),02-2331-7158#18/0908410883,25.0217924,121.4990396
275,臺北市萬華區新忠里辦公處,萬華區,新忠里,臺北市萬華區新忠里西藏路125巷7號1樓,0931-360310,25.0287637,121.5023125
276,臺北市萬華區萬大社區發展協會,萬華區,壽德里,臺北市萬華區壽德里萬大路329巷25號1樓,0933-7476120,25.0237479,121.5010896
277,財團法人天主教聖母聖心會,萬華區,雙園里,臺北市萬華區雙園里興寧街70號,02-23028934,25.0323563,121.4994604
278,社團法人中華善德關懷協會,萬華區,柳鄉里,臺北市萬華區柳鄉里環河南路2段102號3樓,0975-821326,25.0369132,121.4953786
279,財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂(萬華靈糧福音中心),萬華區,仁德里,臺北市萬華區仁德里桂林路27號1樓、31號1樓,02-23315658,25.0379636,121.5048448
280,臺北市萬華區錦德里辦公處,萬華區,錦德里,臺北市萬華區錦德里寶興街80巷18號,0988-179748,25.0257504,121.4939029
281,財團法人天主教單國璽弱勢族群社福基金會,萬華區,日善里,臺北市萬華區日善里西藏路201號,02-23070052,25.0276236,121.4991888
282,臺北市萬華區福音里辦公處,萬華區,福音里,臺北市萬華區福音里昆明街284號1樓;永福街77號1樓,0979-608343,25.0389016,121.5027532
283,臺北市萬華日祥關懷協會,萬華區,日祥里,臺北市萬華區日祥里青年路186-1號第二教室,0933-719446,25.0201451,121.5036802
284,臺北市和德長壽健康促進協會,萬華區,和德里,臺北市萬華區和德里興義街25號1樓,02-23395285,25.0268592,121.4921752
285,財團法人環宇國際文化教育基金會(萬華),萬華區,錦德里,臺北市萬華區錦德里西園路2段279之6號,02-23098844,25.0251948,121.4921535
286,臺北市萬華區新和里辦公處,萬華區,新和里,臺北市萬華區新和里中華路2段416巷13之1號;中華路2段364巷9號;青年路40號;青年路30巷,02-23390506,25.0270169,121.5042032
287,臺北市萬華區青年社區發展協會,萬華區,新和里,臺北市萬華區新和里中華路2段416巷9-3、9-4號;中華路2段364巷9號;青年路40號,02-23037844,25.0267101,121.5044185
288,台北市萬華區華江社區發展協會,萬華區,華江里,臺北市萬華區華江里長順街臨127號,02-23081454,25.0319933,121.4896822
290,臺北市萬華區馬場町社區發展協會,萬華區,騰雲里,臺北市萬華區騰雲里中華路2段596巷1號,0983-372223,25.0245987,121.5094041
291,臺北市萬華區保德社區發展協會,萬華區,保德里,臺北市萬華區保德里東園街140巷8號、10號,02-23323337,25.0232728,121.4970914
292,社團法人台北市艾馨公益慈善會,萬華區,福音里,臺北市萬華區福音里康定路229號6樓,0985-582990,25.0353733,121.5013573
