醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼,合約起日,lat,lon
5901020563,施寶藥局,藥師自營,(02)27114175,臺北市大安區安東街５０－５號１樓,臺北業務組,5,,,20231204,,,63000,19960429,25.0427768,121.5425693
5901020590,燕福藥局,藥師自營,(02)23627307,臺北市大安區羅斯福路３段２８３巷１４弄１４號之３,臺北業務組,5,,,20260529,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,19960530,25.0183883,121.5316645
5901020616,龍護大藥局,藥師自營,(02)23250686,臺北市大安區大安路１段２２４巷７號１Ｆ,臺北業務組,5,,,20261010,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,19951011,25.0438482,121.5446327
5901020634,新廣生藥局,藥劑生自營,(02)27071221,臺北市大安區仁愛路４段３４號,臺北業務組,5,,,20260228,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,20240209-20240214休,63000,19970301,25.0376304,121.5467245
5901020652,寶德藥局,藥師自營,(02)27364240,臺北市大安區樂利路１０５號１樓,臺北業務組,5,,,20260531,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,19950601,25.0251319,121.552398
5901020661,泰佑藥局,藥師自營,(02)27056841,臺北市大安區安和路２段７２號１Ｆ,臺北業務組,5,,,20260828,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,19970829,25.0301613,121.5516693
5901020670,杏安堂藥局,藥師自營,(02)27517636,臺北市大安區忠孝東路４段７７巷３０號１樓,臺北業務組,5,,,20260820,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,春節期間營業時間請電洽,63000,19960821,25.0420032,121.5334554
5901020689,四維藥局,藥師自營,(02)27094222,臺北市大安區復興南路２段１５１巷４３號１樓,臺北業務組,5,,,20261223,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19961224,25.0284896,121.5455145
5901020698,羅斯福藥局,藥師自營,(02)23699606,臺北市大安區羅斯福路３段２８３巷９弄３號,臺北業務組,5,,,20260228,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20070301,25.0190637,121.5313645
5901020732,赫慶藥局,藥師自營,(02)27063497,臺北市大安區瑞安街２０８巷１１弄５號１樓,臺北業務組,5,,,20260529,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,19960530,25.0286521,121.5408113
5901020787,吉成藥局,藥師自營,(02)23636475,臺北市大安區泰順街７號,臺北業務組,5,,,20231031,,,63000,19960326,25.0256171,121.5316651
5901020858,順天堂藥局,藥劑生自營,(02)23627149,臺北市大安區龍泉街９６號,臺北業務組,5,,,20260529,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19960530,25.0225814,121.529221
5901020876,大興藥局,藥師自營,(02)27053369,臺北市大安區通化街３９巷５０弄１５號１樓,臺北業務組,5,,,20260428,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19960429,25.030632,121.5554948
5901020901,辰安藥局,藥劑生自營,(02)27119536,臺北市大安區大安路１段３１巷２８號,臺北業務組,5,,,20241014,,,63000,19960530,25.0438482,121.5446327
5901021122,青康藥局,藥劑生自營,(02)27086623,臺北市大安區延吉街２４８號１Ｆ,臺北業務組,5,,,20260429,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19970430,25.0352295,121.5557463
5901021248,永誠藥局,藥師自營,(02)27520273,臺北市大安區忠孝東路４段２１６巷２５之１號,臺北業務組,5,,,20261028,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19971029,25.0399767,121.5530662
5901021346,正昌藥局,藥師自營,(02)27540070,臺北市大安區通化街３８巷９號１樓,臺北業務組,5,,,20251015,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20061016,25.0309851,121.5537386
5901021382,建如藥局,藥師自營,(02)27331456,臺北市大安區和平東路３段２２８巷１１號１Ｆ,臺北業務組,5,,,20260603,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19980604,25.02644,121.5332197
5901021408,生百藥局,藥師自營,(02)27371011,臺北市大安區臨江街１２４號,臺北業務組,5,,,20250124,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20010330,25.0302124,121.5539138
5901022521,台安藥局,藥師自營,(02)27549099,臺北市大安區和平東路２段３５３號１樓,臺北業務組,5,,,20260511,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,下午休診，早診8:30~12:00，晚診17:30~21:00。週六上午診。農曆春節期間1／22~1／26休診。1月21／27／28有開上午診。,63000,20000512,25.0267596,121.5229719
5901022601,生光藥局,藥師自營,(02)27780862,臺北市大安區忠孝東路３段２４８巷２號,臺北業務組,5,,,20260918,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20020919,25.0416091,121.5412737
5901022898,永康藥局,藥師自營,(02)23279362,臺北市大安區麗水街６之２號,臺北業務組,5,,,20261026,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20031027,25.0330514,121.5290234
5901023073,世中欣藥局,藥師自營,(02)23938947,臺北市大安區永康街２巷８號,臺北業務組,5,,,20260623,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20050624,25.0331344,121.5294125
5901023091,加豐藥局,藥師自營,(02)27219678,臺北市大安區忠孝東路３段２１６巷３弄１號１樓,臺北業務組,5,,,20260912,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,上午8:30發號碼排，下午14:00-16:00發口罩,63000,20050913,25.0418342,121.5440331
5901023153,崇光藥局,藥師自營,(02)27217958,臺北市大安區忠孝東路３段３０５號７樓之３,臺北業務組,5,,,20270207,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,114／1／26-22及4／4-4／6休診,63000,20060208,25.0418858,121.5435178
5901023215,大愛健康藥局,藥師自營,(02)27092156,臺北市大安區敦化南路２段６３巷６５號,臺北業務組,5,,,20270430,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20080501,25.0310356,121.5520081
5901023304,麗樺藥師藥局,藥師自營,(02)23952628,臺北市大安區麗水街３號,臺北業務組,5,,,20260419,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20070420,25.0324319,121.5291
5901023313,安和藥局,藥師自營,(02)27092349,臺北市大安區安和路１段１０２巷３號,臺北業務組,5,,,20260527,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,平日下午三點開始販賣賣完 78份結束,63000,20070528,25.0329786,121.5521903
5901023331,佑安藥局,藥師自營,(02)27069339,臺北市大安區延吉街２３３巷９號,臺北業務組,5,,,20260617,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20070618,25.0370765,121.556122
5901023386,弘昇藥局,藥師自營,(02)27110061,臺北市大安區復興南路１段１０７巷３２號,臺北業務組,5,,,20270107,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,上午11點以後至晚上10點30分,63000,20080108,25.034036,121.544113
5901023411,長虹藥局,藥師自營,(02)27210232,臺北市大安區忠孝東路４段２１６巷 ６３號,臺北業務組,5,,,20270630,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20080701,25.0382061,121.5531453
5901023519,惠盈藥局,藥師自營,(02)87321366,臺北市大安區辛亥路２段１７１巷３１號,臺北業務組,5,,,20251126,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,週日休,63000,20081127,25.0230494,121.5412152
5901023523,聯合仁愛藥局,藥師自營,(02)27039269,臺北市大安區大安路１段１５７巷３號,臺北業務組,5,,,20260104,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,上午8點~8點半發號碼牌，下午12點~6點領取，其餘時間不受理口罩業務 ，週六日未販售口罩。,63000,20090105,25.0373062,121.5437755
5901023591,一心藥局,藥師自營,(02)27321818,臺北市大安區和平東路３段２３８號,臺北業務組,5,,,20260809,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20090810,25.02644,121.5332197
5901023653,信安健康藥局,藥師自營,(02)27084858,臺北市大安區仁愛路４段１２２巷５８號,臺北業務組,5,,,20270603,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20100604,25.0339202,121.5500773
5901023680,新富川藥局,藥師自營,(02)27114758,臺北市大安區大安路１段５１巷４號,臺北業務組,5,,,20250812,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20100813,25.0430209,121.543851
5901023706,聖英藥局,藥師自營,(02)27055851,臺北市大安區仁愛路４段２６６巷１５弄１８號,臺北業務組,5,,,20250923,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20100924,25.0364054,121.5539648
5901023724,元氣生活健保藥局,藥師自營,(02)27060580,臺北市大安區新生南路１段１６１巷６號,臺北業務組,5,,,20251012,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20101013,25.0345579,121.5330387
5901023831,康乃馨藥局,藥師自營,(02)23257097,臺北市大安區建國南路１段３２７號,臺北業務組,5,,,20260818,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,週一至週五09:00-21:00，週六09:00-18:00；快篩代售、現場排隊,63000,20110819,25.0456646,121.5370136
5901023886,世康藥局,藥師自營,(02)27015758,臺北市大安區延吉街２４６號,臺北業務組,5,,,20270116,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20120117,25.0355096,121.5555364
5901023902,惠良藥局,藥師自營,(02)27387872,臺北市大安區和平東路３段９３－１號,臺北業務組,5,,,20270201,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20120202,25.02644,121.5332197
5901023966,愛維康生活藥局,藥師自營,(02)27059791,臺北市大安區四維路１７０巷２１號,臺北業務組,5,,,20270606,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20120607,25.028315,121.5470107
5901024007,古亭健康人生藥局,藥師自營,(02)23660895,臺北市大安區羅斯福路２段８３號,臺北業務組,5,,,20270801,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20120802,25.025773,121.5237116
5901024098,杏一瑞安藥局,藥師自營,(02)27096710,臺北市大安區瑞安街２０８巷１１弄１號,臺北業務組,5,,,20271214,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20121215,25.0286591,121.5406872
5901024114,好安心藥局,藥師自營,(02)23772166,臺北市大安區和平東路２段２２３號１樓,臺北業務組,5,,,20280113,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20130114,25.0267596,121.5229719
5901024123,中山樂方藥局,藥師自營,(02)27050622,臺北市大安區仁愛路４段１１２巷１２號,臺北業務組,5,,,20280205,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20130206,25.036381,121.5495887
5901024178,誠心藥局,藥師自營,(02)27527520,臺北市大安區忠孝東路３段１９９－１號,臺北業務組,5,,,20250905,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20130906,25.0419224,121.5389283
5901024221,安居藥局,藥師自營,(02)23773537,臺北市大安區安居街１９號,臺北業務組,5,,,20260110,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20140111,25.0208739,121.5549437
5901024310,躍獅新生藥局,藥師自營,(02)23623367,臺北市大安區和平東路２段２０號,臺北業務組,5,,,20260715,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20140716,25.0267596,121.5229719
5901024347,博大藥局,藥師自營,(02)27027858,臺北市大安區安和路２段６５號,臺北業務組,5,,,20250415,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,若有配給．下午兩點開始販售。,63000,20141014,25.0306988,121.552656
5901024427,博昱仁愛藥局,藥師自營,(02)87739258,臺北市大安區仁愛路４段６５號,臺北業務組,5,,,20270319,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,春節連假期間除夕6pm後至初五 店休,63000,20150320,25.0382025,121.5468631
5901024472,忠孝康承健保藥局,藥師自營,(02)87733378,臺北市大安區復興南路１段１０７巷４號,臺北業務組,5,,,20270609,星期一上午休診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午休診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上休診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,周一公休,63000,20150610,25.034036,121.544113
5901024481,微笑藥師藥局,藥師自營,(02)27009655,臺北市大安區信義路３段３１巷４號,臺北業務組,5,,,20270713,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20150714,25.0339844,121.5344075
5901024490,明星大藥局,藥師自營,(02)27023747,臺北市大安區光復南路４３０之１號,臺北業務組,5,,,20270814,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20150815,25.0361843,121.5573747
5901024516,博昱師大藥局,藥師自營,(02)23696966,臺北市大安區羅斯福路３段１８９號,臺北業務組,5,,,20240509,,,63000,20150930,25.0211413,121.5280458
