WKT,醫療院所,縣市,鄉鎮市區,地址,電話,lat,lon
POINT (121.531267737796 25.0186208777507),一嚴堂中醫診所,臺北市,大安區,羅斯福路3段283巷7弄8號,23688816,25.0186208777507,121.531267737796
POINT (121.543944684185 25.0392479855587),菁英牙醫診所,臺北市,大安區,復興南路1段213號4樓,2731-5042,25.0392479855587,121.543944684185
POINT (121.554262751514 25.0262918680857),麗舍整形外科診所,臺北市,大安區,基隆路2段172之1號5樓、5樓之1、5樓之2、5樓之3、5樓之4,02-2732-1856,25.0262918680857,121.554262751514
POINT (121.52588503526 25.0276687558402),李瑞玉中醫診所,臺北市,大安區,金山南路2段222號2樓,(02)3393-0897,25.0276687558402,121.52588503526
POINT (121.54402067888 25.0423863676702),江子朋醫美診所,臺北市,大安區,復興南路1段137號6樓之8,,25.0423863676702,121.54402067888
POINT (121.552764267897 25.0412299724078),生活家牙醫診所,臺北市,大安區,忠孝東路4段212號6樓,27766338,25.0412299724078,121.552764267897
POINT (121.545518925002 25.0337729602896),實美整形外科診所,臺北市,大安區,信義路四段63號1樓,0227542000,25.0337729602896,121.545518925002
POINT (121.532728967236 25.0189175653071),溫州泰昌堂中醫診所,臺北市,大安區,溫州街86號,23638383,25.0189175653071,121.532728967236
POINT (121.553587444019 25.0412124927518),秘境美學診所,臺北市,大安區,忠孝東路4段222號5樓、224號5樓,02-87725990,25.0412124927518,121.553587444019
POINT (121.551745532716 25.0347947201081),群富牙醫診所,臺北市,大安區,信義路4段199巷19號1樓,(02)2701-1727,25.0347947201081,121.551745532716
POINT (121.547853436578 25.0334933073985),逸林診所,臺北市,大安區,信義路4段109之2號1樓,(02)2700-6869,25.0334933073985,121.547853436578
POINT (121.551346309556 25.0412661506202),忠孝世賓婦產科診所,臺北市,大安區,忠孝東路4段176號4樓,27116500,25.0412661506202,121.551346309556
POINT (121.551538693762 25.0402531739984),伊美學牙醫診所,臺北市,大安區,敦化南路1段233巷40號(1樓),27211010,25.0402531739984,121.551538693762
POINT (121.554714453551 25.0333436313393),群英整形外科診所,臺北市,大安區,信義路4段279號3樓、281號3樓,(02)2702-9880,25.0333436313393,121.554714453551
POINT (121.546277464452 25.0425349659727),樂晨牙醫診所,臺北市,大安區,大安路1段65號2樓之2,27117648,25.0425349659727,121.546277464452
POINT (121.549121543214 25.0219961647774),杏保醫網信康診所,臺北市,大安區,敦化南路2段335號1樓,23771363,25.0219961647774,121.549121543214
POINT (121.526117423478 25.0287045331777),健格牙醫診所,臺北市,大安區,金山南路2段152號1樓,23210201,25.0287045331777,121.526117423478
POINT (121.528269944683 25.0256814166565),創新牙醫診所,臺北市,大安區,師大路12號（2樓）,23650386,25.0256814166565,121.528269944683
POINT (121.55485659414 25.0323223645933),紹光中醫診所,臺北市,大安區,文昌街214號(1樓、2樓)、210巷1號1樓,02-2706-8899,25.0323223645933,121.55485659414
POINT (121.550756912385 25.0383769886703),輕齡診所,臺北市,大安區,安和路1段32號2樓之2、2樓之3,02-27752375,25.0383769886703,121.550756912385
POINT (121.55393195715 25.0412042263431),嘉仕萌診所,臺北市,大安區,忠孝東路4段230號5樓,02-27315909,25.0412042263431,121.55393195715
POINT (121.530956460239 25.0183440105874),康禾中醫診所,臺北市,大安區,羅斯福路3段275號2樓、2樓之1,02-23630363,25.0183440105874,121.530956460239
POINT (121.536692157875 25.0415663611931),禾安診所,臺北市,大安區,忠孝東路3段100號2樓、2樓之1,02-27761867,25.0415663611931,121.536692157875
POINT (121.548387747466 25.0291054696891),基督復臨安息日會醫療財團法人臺安診所,臺北市,大安區,敦化南路二段76號11樓、11樓之1、11樓之2、11樓之3,2700-2899,25.0291054696891,121.548387747466
POINT (121.534603741683 25.0255754602701),禾馨大安婦幼診所,臺北市,大安區,新生南路3段4號2樓,33652766,25.0255754602701,121.534603741683
POINT (121.542145031122 25.0336233039245),鍾雲霓外科診所,臺北市,大安區,信義路3段149號10樓,27550077,25.0336233039245,121.542145031122
POINT (121.549709627377 25.0417783999615),喬雅時尚診所,臺北市,大安區,忠孝東路4段147巷1號10樓,02-27115833,25.0417783999615,121.549709627377
POINT (121.55451914558 25.0341344606785),仁生復健科診所,臺北市,大安區,信義路4段265巷17號1樓、17號2樓,(02)2703-0336,25.0341344606785,121.55451914558
POINT (121.55064738356 25.0416981502162),金郁婦產科診所,臺北市,大安區,忠孝東路四段177號7樓之4,87716117,25.0416981502162,121.55064738356
POINT (121.531930793147 25.0173729780564),原美學診所,臺北市,大安區,羅斯福路3段309號3樓、3樓之5,23697068,25.0173729780564,121.531930793147
POINT (121.543542156265 25.041886706545),看見佳醫診所,臺北市,大安區,忠孝東路3段305號5樓之3,02-8773-1601,25.041886706545,121.543542156265
POINT (121.557174949487 25.0444145173357),韓佳人綠洲診所,臺北市,大安區,光復南路72巷7弄9號1樓,87720582,25.0444145173357,121.557174949487
POINT (121.551400703732 25.0429598591928),雅德思植牙美學牙醫診所,臺北市,大安區,敦化南路1段177巷46號1樓,02-27216655,25.0429598591928,121.551400703732
POINT (121.554380767919 25.0334592792271),瑞加診所,臺北市,大安區,信義路4段267號6樓,02-2700-7272,25.0334592792271,121.554380767919
POINT (121.543874370372 25.0364998998753),自由風美醫診所,臺北市,大安區,復興南路1段259號2樓之1,(02)2755-3378,25.0364998998753,121.543874370372
POINT (121.553338702657 25.0412166594432),安若牙醫診所,臺北市,大安區,忠孝東路4段218號4樓,02-23631699,25.0412166594432,121.553338702657
POINT (121.552729233615 25.035207710849),安瑟美皮膚科診所,臺北市,大安區,安和路1段113號2樓,(02)7709-9396,25.035207710849,121.552729233615
POINT (121.54751920326 25.0412030590995),永生樹診所,臺北市,大安區,忠孝東路4段124之2號(3樓),02-87725330,25.0412030590995,121.54751920326
POINT (121.529034506114 25.0319639232017),己研美學診所,臺北市,大安區,永康街10巷10號1樓、10巷8號(1樓含1層、2層),33931686,25.0319639232017,121.529034506114
POINT (121.553254659651 25.0402318767541),上尚診所,臺北市,大安區,忠孝東路4段216巷19弄4號2樓,02-27117201,25.0402318767541,121.553254659651
POINT (121.530702771287 25.0185872235656),群光自然診所,臺北市,大安區,羅斯福路3段271號10樓,23671086,25.0185872235656,121.530702771287
POINT (121.552764267941 25.0412299697484),淨妍醫美診所,臺北市,大安區,忠孝東路4段212號4樓之1,02-77308286,25.0412299697484,121.552764267941
POINT (121.54143456552 25.0418439391117),禾顏時尚醫美診所,臺北市,大安區,忠孝東路3段249號6樓,,25.0418439391117,121.54143456552
POINT (121.532591158064 25.032890986146),大安皮膚專科診所,臺北市,大安區,新生南路2段8之1號2樓,02-23581115,25.032890986146,121.532591158064
POINT (121.554831785942 25.0405087327033),沐雲美學診所,臺北市,大安區,延吉街153之3號3樓,,25.0405087327033,121.554831785942
POINT (121.543271661967 25.0281430911264),安澐診所,臺北市,大安區,復興南路2段150號(1樓),(02)27007800,25.0281430911264,121.543271661967
POINT (121.557436881102 25.0389099828628),仁愛星和診所,臺北市,大安區,光復南路306號2樓及2樓之1,2711-7128,25.0389099828628,121.557436881102
POINT (121.548493105758 25.0426835445844),樂康美診所,臺北市,大安區,敦化南路1段188號9樓,02-23256359,25.0426835445844,121.548493105758
POINT (121.527385859365 25.0337785368834),寶儷國際美型診所,臺北市,大安區,金山南路二段3號8樓,02-23968788,25.0337785368834,121.527385859365
POINT (121.554162181768 25.0315462299166),通化祥寧中醫診所,臺北市,大安區,通化街26之5號1樓、26之5號2樓,02-2700-6777,25.0315462299166,121.554162181768
POINT (121.529804704403 25.033543788289),環球診所,臺北市,大安區,信義路二段184號4樓,(02)3393-7178,25.033543788289,121.529804704403
POINT (121.553315668985 25.0252541731408),涂育嘉中醫診所,臺北市,大安區,基隆路2段180之1號(1樓),02-2732-9809,25.0252541731408,121.553315668985
POINT (121.556467233612 25.0406576571759),花之妍美學診所,臺北市,大安區,光復南路240巷23號4樓,(02)2711-0377,25.0406576571759,121.556467233612
POINT (121.556872127187 25.041142155069),陽光美診所,臺北市,大安區,忠孝東路4段312號4樓之4,87715333,25.041142155069,121.556872127187
POINT (121.547998560841 25.0413273408616),凱妍診所,臺北市,大安區,忠孝東路4段128號8樓,27216277,25.0413273408616,121.547998560841
POINT (121.549263171836 25.04247291117),嘉齡診所,臺北市,大安區,敦化南路1段191號地下之28至31、地下之105至106、地下之110至113、地下之120至122、地下之130至131,,25.04247291117,121.549263171836
POINT (121.551660121766 25.0374184266982),愛美士時尚醫美診所,臺北市,大安區,安和路1段61號4樓,(02)2755-0158,25.0374184266982,121.551660121766
POINT (121.551740311977 25.0345771076693),宸光眼科診所,臺北市,大安區,信義路4段199巷13號1樓,(02)2701-9168,25.0345771076693,121.551740311977
POINT (121.54339918617 25.0341344236753),名山牙醫診所,臺北市,大安區,復興南路1段380號1樓,(02)2700-8055,25.0341344236753,121.54339918617
POINT (121.544927521222 25.0413943120132),忠孝三井牙醫診所,臺北市,大安區,忠孝東路4段50號1樓,27312086,25.0413943120132,121.544927521222
POINT (121.55542017945 25.0388590560892),仁愛耳鼻喉科診所,臺北市,大安區,光復南路308巷55號1樓,(02)2721-4882,25.0388590560892,121.55542017945
POINT (121.53186382252 25.0265252895297),彭燕婷中醫診所,臺北市,大安區,和平東路1段171號3樓之2、171號3樓之3,02-23971958,25.0265252895297,121.53186382252
POINT (121.532705937011 25.0166764787867),哲恩美學牙醫診所,臺北市,大安區,新生南路3段110號（1樓、2樓）,23621658,25.0166764787867,121.532705937011
POINT (121.542649372304 25.0331974418759),大安逸采診所,臺北市,大安區,信義路3段186號5樓,0987097203,25.0331974418759,121.542649372304
POINT (121.544058093095 25.0376673966804),煥儷美形仁愛診所,臺北市,大安區,仁愛路4段2號8樓,(02)2701-0181,25.0376673966804,121.544058093095
POINT (121.543947298015 25.0391655490419),杏澤健康診所,臺北市,大安區,復興南路1段215號12樓、12樓之1,02-87726058,25.0391655490419,121.543947298015
POINT (121.542145031122 25.0336233039245),宜蘊中醫診所,臺北市,大安區,信義路3段149號5樓之1,27065277,25.0336233039245,121.542145031122
POINT (121.543492271645 25.0395170805067),大師美學診所,臺北市,大安區,復興南路1段204號3樓之1、3樓之2,87713377,25.0395170805067,121.543492271645
POINT (121.553100505365 25.0431682165262),K Beauty 時尚美學診所,臺北市,大安區,忠孝東路4段223巷38號2樓,02-27718176,25.0431682165262,121.553100505365
POINT (121.55265606232 25.0213253272264),保惠中醫診所,臺北市,大安區,嘉興街363巷18弄1號,87320566,25.0213253272264,121.55265606232
POINT (121.554840395072 25.0219420622899),詠恩中醫診所,臺北市,大安區,和平東路3段236號1樓,27337285,25.0219420622899,121.554840395072
POINT (121.546798300033 25.0245170507156),臥和彩日牙醫診所,臺北市,大安區,和平東路3段2號1樓、2樓,27322048,25.0245170507156,121.546798300033
POINT (121.54539931211 25.0398993792648),初樂極緻美學診所,臺北市,大安區,大安路1段116巷9號1樓,02-87722770,25.0398993792648,121.54539931211
POINT (121.549239969555 25.04103817165),容華診所,臺北市,大安區,敦化南路1段219號5樓,27751717,25.04103817165,121.549239969555
POINT (121.536813730202 25.0346449480716),藏琢診所,臺北市,大安區,新生南路1段161巷37號1樓,27848588,25.0346449480716,121.536813730202
POINT (121.548445783396 25.0347393876077),久明診所,臺北市,大安區,敦化南路1段344號2樓、344號2樓之1,(02)2709-5290,25.0347393876077,121.548445783396
POINT (121.534748289058 25.0337565904227),微光牙醫診所,臺北市,大安區,信義路3段35號2樓,02-23258678,25.0337565904227,121.534748289058
POINT (121.554956567996 25.0392448239785),杏和牙醫診所,臺北市,大安區,延吉街162號2樓,27528028,25.0392448239785,121.554956567996
POINT (121.535770815271 25.035693803752),雲濤中醫診所,臺北市,大安區,建國南路1段304巷33號1樓,0922-911458,25.035693803752,121.535770815271
POINT (121.556781727697 25.043109681861),北秀醫美健康管理診所,臺北市,大安區,光復南路116巷1號6樓、3號6樓、5號6樓(實際營業地址：7樓),02-27739057,25.043109681861,121.556781727697
POINT (121.543700228067 25.0280059599062),樂益耳鼻喉科診所,臺北市,大安區,復興南路2段161號1樓,02-27096199,25.0280059599062,121.543700228067
POINT (121.544384251853 25.0418368935129),忠孝書拉密美學診所,臺北市,大安區,忠孝東路4段15號6樓,27710886,25.0418368935129,121.544384251853
POINT (121.543392666049 25.0356210622887),麗綺醫美診所,臺北市,大安區,復興南路1段352號4樓,27016301,25.0356210622887,121.543392666049
POINT (121.543324258595 25.0331812902101),和穆牙醫診所,臺北市,大安區,信義路3段202號4樓之1,0917977652,25.0331812902101,121.543324258595
POINT (121.529591626369 25.0263095183539),睿揚診所,臺北市,大安區,和平東路1段180號10樓,23651535,25.0263095183539,121.529591626369
POINT (121.548470288205 25.0412015699164),台北孟德爾診所,臺北市,大安區,敦化南路1段216號10樓,27528865,25.0412015699164,121.548470288205
POINT (121.55140314637 25.0412647656313),向昕美學整形外科診所,臺北市,大安區,忠孝東路4段178號11樓,27717810,25.0412647656313,121.55140314637
POINT (121.547805256435 25.0334939147377),澤之肌皮膚專科診所,臺北市,大安區,信義路4段109之1號1樓、2樓,02-2701-1827,25.0334939147377,121.547805256435
POINT (121.549252117165 25.0367764768617),無齡診所,臺北市,大安區,敦化南路1段259號13樓,02-2706-0505,25.0367764768617,121.549252117165
POINT (121.555442553665 25.0333262949029),星媺信義診所,臺北市,大安區,信義路4段303號3樓,2708-0183,25.0333262949029,121.555442553665
POINT (121.550647383313 25.0416981504332),瑩中醫診所,臺北市,大安區,忠孝東路4段177號4樓,02-27786601,25.0416981504332,121.550647383313
POINT (121.548363695599 25.0409829272309),康禾牙醫診所,臺北市,大安區,敦化南路1段228號6樓,27500067,25.0409829272309,121.548363695599
POINT (121.544536303409 25.041402202645),君綺忠孝診所,臺北市,大安區,忠孝東路4段30號5、6樓,02-2731-3808,25.041402202645,121.544536303409
POINT (121.549252117183 25.0367764772906),宇川自然醫學診所,臺北市,大安區,敦化南路1段259號2樓,27060216,25.0367764772906,121.549252117183
POINT (121.545843652077 25.0382097236959),日安健康診所,臺北市,大安區,仁愛路4段33號6樓,27718218,25.0382097236959,121.545843652077
POINT (121.553337968075 25.0411715878762),向陽身心診所,臺北市,大安區,忠孝東路4段218之2號2樓,0920270380,25.0411715878762,121.553337968075
POINT (121.538501810636 25.0444061132326),金貞醫學美容診所,臺北市,大安區,市民大道3段198號11樓,,25.0444061132326,121.538501810636
POINT (121.54664862422 25.0419742939711),真愛貝齒牙醫診所,臺北市,大安區,忠孝東路4段67之4號(實際營業地址：5樓),02-27715018,25.0419742939711,121.54664862422
POINT (121.557108787848 25.0415617032894),晶漾診所,臺北市,大安區,忠孝東路4段333號10樓,27522200,25.0415617032894,121.557108787848
POINT (121.544737032543 25.0427316031095),呈易美學牙醫診所,臺北市,大安區,復興南路1段135巷7號2樓,(02)77552200,25.0427316031095,121.544737032543
POINT (121.543557342459 25.0425831471008),大安漢補世家中醫診所,臺北市,大安區,復興南路1段142號(1樓),(02)2777-2766,25.0425831471008,121.543557342459
POINT (121.545674066714 25.0335259119634),臻心美妍診所,臺北市,大安區,信義路4段71號5樓,2708-8072,25.0335259119634,121.545674066714
POINT (121.543775176245 25.0316328471522),樸秀中醫診所,臺北市,大安區,復興南路2段35號2樓,27555650,25.0316328471522,121.543775176245
POINT (121.534142861455 25.0389705176788),葵芮蓓緹醫美診所,臺北市,大安區,仁愛路3段5巷1弄9號1樓,(02)2778-8112,25.0389705176788,121.534142861455
POINT (121.549288547537 25.0405681153889),艾戀國際診所,臺北市,大安區,敦化南路1段225號9樓之2、忠孝東路4段166號8樓之2,02-87733758,25.0405681153889,121.549288547537
POINT (121.544793305866 25.0355280870312),菁萃美診所,臺北市,大安區,復興南路1段279巷22號1樓,(02)2708-8686,25.0355280870312,121.544793305866
POINT (121.543892078739 25.0302081619443),幸衍醫美診所,臺北市,大安區,復興南路2段111巷7號2樓,02-2708-8201,25.0302081619443,121.543892078739
POINT (121.530721939885 25.0334460257568),馨思身心精神科診所,臺北市,大安區,信義路2段208號7樓之1,(02)3393-3030,25.0334460257568,121.530721939885
POINT (121.545372502136 25.0413746770532),艾朵拉診所,臺北市,大安區,忠孝東路4段60號3樓之3,27519255,25.0413746770532,121.545372502136
POINT (121.55421594447 25.0412026328696),微媞時尚診所,臺北市,大安區,忠孝東路四段250號2樓及2樓之6,27219663,25.0412026328696,121.55421594447
POINT (121.541894172137 25.0424075874552),時晴牙醫診所,臺北市,大安區,忠孝東路3段251巷3弄3號1樓,27719969,25.0424075874552,121.541894172137
POINT (121.552580204633 25.0412326171004),明悅中醫診所,臺北市,大安區,忠孝東路4段210之1號9樓,27713370,25.0412326171004,121.552580204633
POINT (121.533294667309 25.0260160298872),大安眼科診所,臺北市,大安區,和平東路1段258號,02-23656363,25.0260160298872,121.533294667309
POINT (121.550911481666 25.033993867395),元天中醫診所,臺北市,大安區,安和路1段112巷13號,27090013,25.033993867395,121.550911481666
POINT (121.52522963827 25.0236603320892),佑昌中醫診所,臺北市,大安區,羅斯福路3段29號2樓、2樓之1,02-23625866,25.0236603320892,121.52522963827
POINT (121.542145031122 25.0336233039245),禾馨宜蘊婦產科診所,臺北市,大安區,信義路3段149號15樓、15樓之1,27065288,25.0336233039245,121.542145031122
POINT (121.547273483268 25.0381783452114),聯新國際診所,臺北市,大安區,仁愛路4段77號3樓、3樓之1,27216698,25.0381783452114,121.547273483268
POINT (121.551487578552 25.0386218856653),芽苑牙醫診所,臺北市,大安區,安和路1段49巷7號,27771069,25.0386218856653,121.551487578552
POINT (121.529686248709 25.0335599446889),麗波永康國際診所,臺北市,大安區,信義路2段178號(4樓、5樓),02-33933383,25.0335599446889,121.529686248709
POINT (121.553197382795 25.03337857228),鄧雲立中醫診所,臺北市,大安區,信義路4段235號3樓,02-27015682,25.03337857228,121.553197382795
POINT (121.54580641012 25.041792094587),國際整形外科診所,臺北市,大安區,忠孝東路4段59號5樓之2、之3,27786148,25.041792094587,121.54580641012
POINT (121.52472880956 25.0243481918636),古亭京都堂中醫診所,臺北市,大安區,羅斯福路2段115號(實際營業地址：1樓、2樓),02-23652700,25.0243481918636,121.52472880956
POINT (121.542230219223 25.0336313604192),健全醫美診所,臺北市,大安區,信義路三段151號4樓,27018018,25.0336313604192,121.542230219223
POINT (121.556872127277 25.04114215337),羅丹診所,臺北市,大安區,忠孝東路4段312號12樓、12樓之1、12樓之2、12樓之3、12樓之4,27318037,25.04114215337,121.556872127277
POINT (121.54637269444 25.0394262573811),怡登敦南牙醫診所,臺北市,大安區,大安路1段119巷1號3樓,02-77301789,25.0394262573811,121.54637269444
POINT (121.543324896848 25.030944160712),天美診所,臺北市,大安區,復興南路二段82號3樓,27002698,25.030944160712,121.543324896848
POINT (121.527385859365 25.0337785368834),維納斯時尚診所,臺北市,大安區,金山南路2段3號3樓、9樓,02-23212278,25.0337785368834,121.527385859365
POINT (121.547041819397 25.0401120773486),全新大安診所,臺北市,大安區,大安路1段101巷10號4樓,02-27526063,25.0401120773486,121.547041819397
POINT (121.552131207239 25.040024312692),伊生診所,臺北市,大安區,忠孝東路4段216巷32弄15號(1樓)、20號3樓,(02)27751301,25.040024312692,121.552131207239
POINT (121.554203777023 25.0336748099044),大中診所,臺北市,大安區,信義路4段265巷2號5樓,27036161,25.0336748099044,121.554203777023
POINT (121.542311382155 25.0328877305877),慕診所,臺北市,大安區,復興南路二段12巷25號1樓,02-27848890,25.0328877305877,121.542311382155
POINT (121.536513087273 25.0342227271227),漢蒂妮醫美診所,臺北市,大安區,新生南路1段165巷41號1樓、41之1號1樓,23311358,25.0342227271227,121.536513087273
POINT (121.552346498492 25.0347813641731),無痕美學診所,臺北市,大安區,安和路1段86號2樓,02-27555673,25.0347813641731,121.552346498492
POINT (121.545326744635 25.0418152668291),琢美妍時尚診所,臺北市,大安區,忠孝東路4段51之4號(5樓),02-27792345,25.0418152668291,121.545326744635
POINT (121.543138780957 25.0251256289888),永誠復健科診所,臺北市,大安區,復興南路二段236號2樓,02-27071608,25.0251256289888,121.543138780957
POINT (121.551148280514 25.0395313441981),麗生時尚美學診所,臺北市,大安區,安和路1段21巷17號1樓,25707118,25.0395313441981,121.551148280514
POINT (121.539644084754 25.0286480344154),一家牙醫診所,臺北市,大安區,建國南路2段151巷44號(1樓),(02)27030528,25.0286480344154,121.539644084754
POINT (121.53549561988 25.0248863742599),行一診所,臺北市,大安區,新生南路3段19巷8號3樓之1,27840735,25.0248863742599,121.53549561988
POINT (121.541548974019 25.0418461107185),心妍診所,臺北市,大安區,忠孝東路3段249之1號8樓,27110122,25.0418461107185,121.541548974019
POINT (121.533783042927 25.0286886074958),昱安中醫診所,臺北市,大安區,新生南路2段54巷8號,,25.0286886074958,121.533783042927
POINT (121.546791539545 25.039883420234),喜顏美學診所,臺北市,大安區,敦化南路1段252巷25號1樓,0928860286,25.039883420234,121.546791539545
POINT (121.54402067888 25.0423863676702),維昕時尚診所,臺北市,大安區,復興南路1段137號4樓之7、4樓之8,87710040,25.0423863676702,121.54402067888
POINT (121.5474567734 25.0406737323942),昇陽一品中醫診所,臺北市,大安區,敦化南路1段236巷9號1樓,87728286,25.0406737323942,121.5474567734
POINT (121.543876141365 25.0369176293301),熙之美醫美診所,臺北市,大安區,復興南路1段249號3樓,23250582,25.0369176293301,121.543876141365
POINT (121.532510997428 25.0332877888776),琢禾美學診所,臺北市,大安區,新生南路2段2號7樓,23218188,25.0332877888776,121.532510997428
POINT (121.532510997428 25.0332877888776),楊海醫師診所,臺北市,大安區,新生南路2段2號6樓之2,23210205,25.0332877888776,121.532510997428
POINT (121.542074616626 25.0331554785222),愛群小兒專科診所,臺北市,大安區,信義路3段170號2樓、170號2樓之1、172號2樓、172號2樓之1,02-55998330,25.0331554785222,121.542074616626
POINT (121.531527899411 25.0334274221512),覺世中醫診所,臺北市,大安區,信義路2段226號7樓,33221088,25.0334274221512,121.531527899411
POINT (121.52215438529 25.0277788076822),風華御髮植髮診所,臺北市,大安區,羅斯福路2段33號4樓,23938881,25.0277788076822,121.52215438529
POINT (121.554262751514 25.0262918680857),醫者診所,臺北市,大安區,基隆路2段172之1號4樓、4樓之1、4樓之2、4樓之3、4樓之4,02-27576888,25.0262918680857,121.554262751514
POINT (121.549753148256 25.0383367410705),王君瑜整形外科診所,臺北市,大安區,仁愛路4段107號2樓,,25.0383367410705,121.549753148256
POINT (121.549884574668 25.0246694854705),仁愛牙醫診所,臺北市,大安區,和平東路3段79號,02-23778487,25.0246694854705,121.549884574668
POINT (121.553337968075 25.0411715878762),水天使診所,臺北市,大安區,忠孝東路4段218之2號6樓,02-27313312,25.0411715878762,121.553337968075
POINT (121.548470288461 25.0412015700151),敦南諾貝爾眼科診所,臺北市,大安區,敦化南路1段216號3樓,27400960,25.0412015700151,121.548470288461
POINT (121.554249403349 25.0299244126672),同心堂中醫診所,臺北市,大安區,通化街85號、85號2樓,27365029,25.0299244126672,121.554249403349
POINT (121.527867508098 25.0193210626039),永恆牙醫診所,臺北市,中正區,辛亥路一段17巷6號3樓,23653000,25.0193210626039,121.527867508098
POINT (121.532630003011 25.0160971379931),美日牙醫診所,臺北市,中正區,羅斯福路3段312號5、6樓,23685879,25.0160971379931,121.532630003011
POINT (121.51905696902 25.0313101643066),星采皮膚專科診所,臺北市,中正區,羅斯福路一段32號2樓,02-23671789,25.0313101643066,121.51905696902
POINT (121.527329520713 25.0354716175849),典樺牙醫診所,臺北市,中正區,金山南路1段108號2樓、2樓之1,23911138,25.0354716175849,121.527329520713
POINT (121.525916885077 25.0443931058814),米蘭時尚診所,臺北市,中正區,忠孝東路1段43號、45號、45號2樓之1、45號2樓之2、45號2樓之3、45號2樓之5、47號、47之1號、45號10樓之1、45號10樓之2,23222298,25.0443931058814,121.525916885077
POINT (121.517934438039 25.046282348485),渾然天成診所,臺北市,中正區,忠孝西路1段45號3樓,2388-3188,25.046282348485,121.517934438039
POINT (121.513989592524 25.043100231539),禾馨婦產科診所,臺北市,中正區,懷寧街78號、78號2樓,23612323,25.043100231539,121.513989592524
POINT (121.519545392213 25.0283521703735),蘭心診所,臺北市,中正區,南昌路二段11號、15號,02-23515995,25.0283521703735,121.519545392213
POINT (121.532503818777 25.0411952908505),宏孕診所,臺北市,中正區,新生南路1段56號14、15樓,25681269,25.0411952908505,121.532503818777
POINT (121.519077365918 25.0266003828126),富麗牙醫診所,臺北市,中正區,和平西路1段69號,23940123,25.0266003828126,121.519077365918
POINT (121.521034183 25.0286136019443),愛迪牙醫診所,臺北市,中正區,羅斯福路二段18號2樓,02-33221008,25.0286136019443,121.521034183
POINT (121.514896125888 25.0464180540101),雅偲牙醫診所,臺北市,中正區,館前路2號6樓,23703777,25.0464180540101,121.514896125888
POINT (121.533653627318 25.0142003313863),宏達中醫診所,臺北市,中正區,汀州路三段211號2樓,23651209,25.0142003313863,121.533653627318
POINT (121.522682699701 25.0263914960924),蘇黎世牙醫診所,臺北市,中正區,羅斯福路二段116號5樓之1,2362-1001,25.0263914960924,121.522682699701
POINT (121.527823284975 25.0342025723074),典雅牙醫診所,臺北市,中正區,信義路二段123號、123號2樓,23966123,25.0342025723074,121.527823284975
POINT (121.512480960072 25.0266605295403),中明牙科診所,臺北市,中正區,汀州路一段235號,0223016366,25.0266605295403,121.512480960072
POINT (121.519901133055 25.0327696351393),慶聲牙醫診所,臺北市,中正區,寧波東街9巷3號1樓,0223930043,25.0327696351393,121.519901133055
POINT (121.525268937164 25.045219800259),顧安千金中醫診所,臺北市,中正區,紹興北街8號2樓之1,23214530,25.045219800259,121.525268937164
POINT (121.531659833096 25.0407437213091),名家牙醫診所,臺北市,中正區,忠孝東路二段134巷22號,0223411474,25.0407437213091,121.531659833096
POINT (121.532499881786 25.0369907054015),蕭煥嘉牙醫診所,臺北市,中正區,新生南路一段128號,0223911421,25.0369907054015,121.532499881786
POINT (121.518977687467 25.0314162541716),李明潤中醫診所,臺北市,中正區,羅斯福路一段二十八號二樓之一,23225567,25.0314162541716,121.518977687467
POINT (121.512197888607 25.0288003254254),勝昌現代中醫診所,臺北市,中正區,和平西路二段56之1號,23378769,25.0288003254254,121.512197888607
POINT (121.530134204508 25.0344555784119),永康中醫診所,臺北市,中正區,連雲街75號1樓,23936008,25.0344555784119,121.530134204508
POINT (121.521921124407 25.0427022315104),展望牙醫診所,臺北市,中正區,濟南路1段7號2樓,23936599,25.0427022315104,121.521921124407
POINT (121.520851356109 25.0266338504936),?安診所,臺北市,中正區,和平西路一段20號5樓,23637588,25.0266338504936,121.520851356109
POINT (121.517282339213 25.0327804944199),醫療財團法人台灣血液基金會台北捐血中心,臺北市,中正區,南海路1號3樓＆北投區立德路123號,0223511600,25.0327804944199,121.517282339213
POINT (121.518306586079 25.0296002044258),明皓牙醫診所,臺北市,中正區,南昌路一段128號,0223218521,25.0296002044258,121.518306586079
POINT (121.531168269071 25.0162137439008),米奇牙醫診所,臺北市,中正區,羅斯福路三段244巷10弄8號1樓,0223652774,25.0162137439008,121.531168269071
POINT (121.520026368198 25.0210350832324),海漾大健康管理診所,臺北市,中正區,水源路77號7樓之1,02-23690610,25.0210350832324,121.520026368198
POINT (121.520469940012 25.0300832691485),安妞美學診所,臺北市,中正區,羅斯福路1段133號2樓,23212669,25.0300832691485,121.520469940012
POINT (121.513371885951 25.0461026611674),靚白天使時尚美學診所,臺北市,中正區,重慶南路一段13號9樓,02-23885860,25.0461026611674,121.513371885951
POINT (121.524153630377 25.0241838544083),古亭適康復健科診所,臺北市,中正區,南昌路2段196號(1樓)、200號地下1樓、200號1樓、200號2樓,02-23675885,25.0241838544083,121.524153630377
POINT (121.532437541531 25.0379837093971),橙品牙醫診所,臺北市,中正區,仁愛路2段110號2樓,23570689,25.0379837093971,121.532437541531
